GWBcode8;GWBlabel
6420401;De Hoge Devel
6420402;Componistenbuurt-Zuid
6420403;Componistenbuurt-Midden
6420404;Componistenbuurt-Noord
6420405;Oudeland en Meubelmaker
6420406;Klarinetsingel en omgeving
6420407;Sonate en omgeving
6420408;De As
6420409;Park Molenvliet
6420410;Industriegebied Molenvliet
6420501;Noordzijde De Hoge Devel
6420502;Develsteincollege
6420503;Swinhove - De Lus
6420504;Koloniënbuurt
6420505;Meerdervoort
6420506;Dichtersbuurt-Midden
6420507;Dichtersbuurt-West
6420508;Verzetsheldenbuurt
6420509;Kapiteinflats
6420510;Zeeheldenbuurt
6420511;Bloemenbuurt M(adelief) - Z(onnenbloem)
6420512;Bloemenbuurt D(ahlia) - G(eranium)
6420513;Bloemenbuurt B(egonia) - C(rocus)
6420514;Bloemenbuurt H(yacinth) - L(Obelia)
6420515;Bloemenbuurt A(kelei)
6420601;IJsvogelplein
6420602;Vogelbuurt-Oost
6420603;Ooievaar- en Vinkplein
6420604;Vogelbuurt-West
6420605;Leeuwerik- en Fazantplein
6420606;Moermond-Zuid
6420607;Boshuizen - Rechteren
6420608;Assumburg - Lunenburg
6420609;Hilverbeek en omgeving
6420610;Develzijde Nederhoven
6420701;Industriegebied Groote Lindt
6420702;De Geer-Oost
6420703;De Geer-West
6420704;Achterlindtsestraat
6420705;Kijfhoek
6420706;"""Emplacement """"Kijfhoek"""""""
6420707;Groenesteeg - Langeweg
6420708;Bakestein
6420801;Molenweg-West
6420802;Dorp-Noordoost
6420803;Dorp-Zuidoost
6420804;Dorp-Zuid
6420805;Bedrijventerrein Gors-Noord
6420901;Emplacement Kijfhoek en Langeweg
6420902;"""Sportcomplex """"De Molenwei"""""""
6420903;Polder Heerjansdam
6420904;Kleine Lindt Polder
6420905;Hooge Nespolder
6420906;Het Buitenland en omgeving
6420907;Bedrijventerrein Gors-Zuid
6540101;Baarland (Kern)
6540102;Verspreide huizen Baarland
6540201;Borssele (Kern)
6540202;Verspreide huizen Borssele
6540301;Driewegen (Kern)
6540302;Verspreide huizen Driewegen
6540401;Ellewoutsdijk (Kern)
6540402;Verspreide huizen Ellewoutsdijk
6540501;Heinkenszand (Kern)
6540502;Verspreide huizen Heinkenszand
6540601;Hoedekenskerke (Kern)
6540602;Verspreide huizen Hoedekenskerke
6540701;Kwadendamme (Kern)
6540702;Verspreide huizen Kwadendamme
6540801;Lewedorp (Kern)
6540802;Verspreide huizen Lewedorp
6540901;Nieuwdorp (Kern)
6540902;Verspreide huizen Nieuwdorp
6540903;Havengebied Sloe
6541001;Nisse (Kern)
6541002;Verspreide huizen Nisse
6541101;Oudelande (Kern)
6541102;Verspreide huizen Oudelande
6541201;Ovezande (Kern)
6541202;Verspreide huizen Ovezande
6541301;'s-Gravenpolder (Kern)
6541302;Verspreide huizen 's-Gravenpolder
6541401;'s-Heer Abtskerke (Kern)
6541402;Verspreide huizen 's-Heer Abtskerke
6541501;'s-Heerenhoek (Kern)
6541502;Verspreide huizen 's-Heerenhoek
6640101;Goes-Centrum
6640102;Goes-Oost
6640103;Goes-Zuid
6640104;Goes-West
6640105;Goes-Noordwest
6640106;Goes-Noordoost
6640107;Industrieterrein De Poel
6640108;Industrieterrein Haven
6640109;Goese Meer
6640110;Overzuid
6640111;Mannee
6640220;Wilhelminadorp
6640229;Verspreide huizen Wilhelminadorp
6640330;Kloetinge
6640331;Oostmolenpark
6640338;Verspreide huizen in het Oosten
6640339;Verspreide huizen in het Zuiden
6640440;Kattendijke
6640449;Verspreide huizen Kattendijke
6640550;'s-Heer-Arendskerke
6640551;De Schenge
6640559;Verspreide huizen in het Westen
6640660;Eindewege
6640770;'s-Heer-Hendrikskinderen
6640778;Verspreide huizen ten noorden van 's-Heer-Hendrik
6640779;Verspreide huizen ten zuiden van 's-Heer-Hendriks
6640880;Wolphaartsdijk
6640889;Verspreide huizen Wolphaartsdijk
6640990;Oud-Sabbinge
6680100;Kern Alphen
6680101;Buitengebied Alphen
6680200;Kern Altforst
6680201;Buitengebied Altforst
6680300;Kern Appeltern
6680301;Buitengebied Appeltern
6680400;Kern Beneden-Leeuwen
6680401;Buitengebied Beneden-Leeuwen
6680500;Kern Boven-Leeuwen
6680501;Buitengebied Boven-Leeuwen
6680600;Kern Dreumel
6680601;Buitengebied Dreumel
6680700;Kern Maasbommel
6680701;Buitengebied Maasbommel
6680800;Kern Wamel
6680801;Buitengebied Wamel
6770101;Hulst
6770102;Linie
6770103;'t Jagertje-Schuddebeurs
6770104;Carmel
6770105;Dullaert
6770106;Absdaalseweg
6770107;Hogeweg
6770108;Zoetevaart
6770109;Groote Kreek
6770110;Absdale
6770112;Buitengebied Hulst
6770213;Kern Sint Jansteen
6770214;Buitengebied Sint Jansteen
6770315;Kern Clinge
6770316;Buitengebied Clinge
6770417;Kern Graauw
6770418;Kern Zandberg
6770419;Kern Paal
6770420;Buitengebied Graauw
6770521;Kern Heikant
6770522;Buitengebied Heikant
6770623;Kern Nieuw Namen
6770624;Buitengebied Nieuw Namen
6770725;Kern Kapellebrug
6770826;Kern Kloosterzande
6770827;Walsoorden
6770828;Buitengebied Kloosterzande
6770929;Kern Lamswaarde
6770930;Kuitaart
6770931;Buitengebied Lamswaarde
6770932;Kruispolder
6771033;Kern Terhole
6771034;Buitengebied Terhole
6771135;Kern Vogelwaarde
6771136;Buitengebied Vogelwaarde
6771237;Kern Hengstdijk
6771238;Buitengebied Hengstdijk
6771339;Kern Ossenisse
6771340;Buitengebied Ossenisse
6780000;Kapelle
6780009;Verspreide huizen Kapelle
6780100;Wemeldinge
6780109;Verspreide huizen Wemeldinge
6780200;Schore
6780209;Verspreide huizen Schore
6870000;Binnenstad
6870100;Griffioen
6870101;Klarenbeek
6870102;Nieuw Middelburg
6870103;Brigdamme
6870104;Sint Laurens
6870105;Ramsburg
6870106;Veersepoort
6870107;Verspreide huizen in het Noorden
6870108;Verspreide huizen in het Noordwesten
6870109;Verspreide huizen in het Noordoosten
6870200;Stromenwijk/'t Zand
6870209;Verspreide huizen in het Zuidwesten
6870300;Middelburg-Zuid
6870301;Dauwendaele
6870302;Arnestein
6870309;Mortiere
6870400;Nieuw- en Sint Joosland
6870409;Verspreide huizen Nieuw- en Sint Joosland
6870500;Arnemuiden
6870501;Kleverskerke
6870502;Oranjeplaat
6870503;Veerse Meer
6870509;Verspreide huizen Arnemuiden
6890000;Giessenburg en Nieuwkerk
6890001;Peursum
6890002;Giessen en Oude-Bovenkerk
6890100;Giessen en Oudekerk
6890101;Neerpolder en Parallelweg
6890200;Muisbroek
6890201;Neder-Slingeland
6890308;Verspreide huizen polder Giessen en Nieuwkerk
6890309;Verspreide huizen ten noorden van De Giessen
6890400;Arkel
6890401;Rietveld
6890402;Industrieterrein
6890500;Hoogblokland
6890501;Verspreide huizen Bazeldijk (gedeeltelijk)
6890502;Minkeloos (gedeeltelijk) Hoge Giessen (gedeelteli
6890509;Overige verspreide huizen Hoogblokland
6890600;Hoornaar
6890601;Lage Giessen
6890602;Hoge Giessen (gedeeltelijk)
6890603;Hoornaar-Nieuw
6890700;Noordeloos
6890701;Overslingeland
6890702;Minkeloos (gedeeltelijk)
6890800;Schelluinen
7030000;Yerseke - Kern
7030001;Yerseke - West
7030002;Yerseke - Steehof
7030006;Yerseke - Molenpolder/Olzendepolder
7030009;Verspreide huizen Yerseke
7030100;Kruiningen - Kern
7030101;Kruiningen - Zandweg
7030102;Kruiningen - Kruseveer
7030106;Kruiningen - Nishoek
7030109;Verspreide huizen Kruiningen
7030200;Krabbendijke - Kern
7030201;Krabbendijke - Oostpolder
7030202;Krabbendijke - Rozeboom
7030206;Krabbendijke - Zuidweg
7030209;Verspreide huizen Krabbendijke
7030300;Waarde
7030309;Verspreide huizen Waarde
7030400;Rilland - Kern
7030401;Rilland- Stationsbuurt
7030402;Rilland - Bath
7030403;Rilland - Werfkampen
7030406;Rilland - De Poort
7030409;Verspreide huizen Rilland
7030500;Hansweert - Kern
7030501;Hansweert - Tramper
7030509;Verspreide huizen Hansweert
7030600;Oostdijk
7030609;Verspreide huizen Oostdijk
7070100;Lexmond Kern
7070101;Achthoven
7070102;Lakerveld
7070103;Lexmond Polder
7070200;Ameide Kern
7070201;Sluis
7070202;Sluis Polder
7070203;Ameide Polder
7070300;Tienhoven Kern
7070301;Hogewaard
7070302;Tienhoven Polder
7070400;Meerkerk kern
7070401;Meerkers Broek
7070402;Meerkerk Polder
7070500;Hei- en Boeicop Kern
7070501;Hei- en Boeicop Polder
7070600;Leerbroek kern
7070601;Middelkoop
7070602;Weverwijk
7070603;Leerbroek Polder
7070700;Nieuwland Kern
7070701;Achterdijk
7070702;Geer
7070703;Nieuwland Polder
7150101;Binnenstad-Java
7150401;Handelspoort
7150402;Noorderdokken
7150403;Zevenaar
7150404;Zuidpoort
7150701;Driewegen
7150702;Katspolder
7150703;Oudelandse Hoeve
7150704;Oude Vaart
7150705;Zeldenrust
7151001;Lievenspolder
7151002;Noordpolder
7151003;Serlippenspolder
7151004;Triniteit
7151005;Zuiderpark
7151301;Othene
7151600;Buitengebied Terneuzen
7151900;Kern Axel
7152200;Buitengebied Axel
7152500;Kern Biervliet
7152800;Buitengebied Biervliet
7153100;Kern Hoek
7153400;Buitengebied Hoek
7153700;Kern Koewacht
7154000;Buitengebied Koewacht
7154300;Kern Overslag
7154600;Buitengebied Overslag
7154900;Kern Philippine
7155200;Buitengebied Philippine
7155500;Kern Sas van Gent
7155800;Buitengebied Sas van Gent
7156100;Kern Sluiskil
7156400;Buitengebied Sluiskil
7156700;Kern Spui
7157000;Buitengebied Spui
7157300;Kern Westdorpe
7157600;Buitengebied Westdorpe
7157900;Kern Zaamslag
7158200;Buitengebied Zaamslag
7158500;Kern Zuiddorpe
7158800;Buitengebied Zuiddorpe
7160000;Tholen
7160009;Verspreide huizen Tholen
7160100;Poortvliet
7160109;Verspreide huizen Poortvliet
7160200;Scherpenisse
7160209;Verspreide huizen Scherpenisse
7160300;Sint-Maartensdijk
7160309;Verspreide huizen Sint-Maartensdijk
7160400;Stavenisse
7160409;Verspreide huizen Stavenisse
7160500;Sint-Annaland
7160509;Verspreide huizen Sint-Annaland
7160600;Oud-Vossemeer
7160609;Verspreide huizen Oud-Vossemeer
7160700;Sint Philipsland
7160709;Verspreide huizen Sint Philipsland
7160710;Anna Jacobapolder
7170000;Veere
7170001;Zanddijk
7170002;Buiten de Veste
7170009;Verspreide huizen Veere
7170100;Gapinge
7170109;Verspreide huizen Gapinge
7170200;Vrouwenpolder
7170201;Breezand
7170209;Verspreide huizen Vrouwenpolder
7170300;Serooskerke
7170309;Verspreide huizen Serooskerke
7170400;Domburg
7170409;Verspreide huizen Domburg
7170500;Oostkapelle
7170501;Randduin
7170502;Duno
7170508;Verspreide huizen in het Zuiden
7170509;Verspreide huizen in het Noorden
7170600;Aagtekerke
7170609;Verspreide huizen Aagtekerke
7170700;Grijpskerke
7170709;Verspreide huizen Grijpskerke
7170800;Meliskerke
7170809;Verspreide huizen Meliskerke
7170900;Koudekerke
7170901;Dishoek
7170908;Verspreide huizen recreatiegebied van Koudekerke
7170909;Verspreide huizen buiten recreatiegebied Koudeker
7171000;Biggekerke
7171001;De Ruiser
7171008;Verspreide huizen in recreatiegebied van Biggeker
7171009;Verspreide huizen buiten recreatiegebied Biggeker
7171100;Zoutelande
7171101;Kustlicht
7171109;Verspreide huizen Zoutelande
7171200;Westkapelle
7171201;Joossesweg
7171209;Verspreide huizen Westkapelle
7180100;Oude Binnenstad
7180101;Scheldestraat e.o.
7180102;Stadhuisplein e.o.
7180103;Scheldekwartier
7180200;Vredehof Zuid
7180201;Bonedijkestraat e.o.
7180202;Bloemenlaan e.o. Oost
7180203;Baskensburg Zuid
7180204;Vredehof Noord
7180205;Het Fort e.o.
7180206;Hercules Segherslaan e.o.
7180207;Baskensburg Noord
7180208;Boulevards Bankert en Evertsen
7180209;Bloemenlaan e.o. West
7180300;Paauwenburg Zuidoost
7180301;Paauwenburg West
7180302;Westduin
7180303;Paauwenburg Noordoost
7180400;Rosenburg
7180401;Bossenburgh - Weyevliet
7180402;Westerzicht
7180403;Lammerenburg
7180405;Papegaaienburg - Hofwijk
7180406;West-Souburg
7180407;Landelijk gebied Lammerenburg
7180408;Vrijburg
7180500;Kern Oost-Souburg West
7180501;Zeewijksingel
7180502;Schoonenburg - Groot Abeele
7180503;Molenweg e.o.
7180504;Landelijk gebied Oost-Souburg
7180505;Kern Oost-Souburg Oost
7180506;Schoonenburg
7180507;Souburg-Noord
7180600;Ritthem
7180601;Rammekens
7180602;Welzinge
7180603;Bedrijventerrein Oost-Souburg Oost
7180700;Kennishaven
7180701;Buitenhaven
7180702;Bedrijventerrein Oost-Souburg West
7180800;Sloegebied
7330000;Asperen Oude Kern
7330001;Westelijke uitbreiding Asperen
7330002;Noord uitbreiding Asperen industrieterrein
7330009;Verspreide huizen Asperen
7330100;Heukelum Oude Kern
7330101;Uitbreiding Heukelum
7330102;Spijk en Boveneind Spijk en Vogelswerf
7330109;Verspreide huizen Heukelum en Friezenwijk
7330200;Vuren
7330209;Verspreide huizen Vuren
7330300;Herwijnen
7330309;Verspreide huizen Herwijnen
7360101;Mijdrecht Dorp
7360102;Hofland
7360103;Molenland
7360104;Proostdijland
7360105;Twistvlied-Wickelhof
7360106;Sportpark Mijdrecht
7360107;Bedrijventerrein Mijdrecht
7360108;Mijdrecht Buitengebied
7360201;de Hoef
7360202;de Hoef Buitengebied
7360301;Amstelhoek
7360401;Vinkeveen Dorp
7360402;Zuiderwaard-Westerheul
7360403;Vinkeveen Plassengebied
7360404;Vinkeveen Buitengebied
7360501;Waverveen
7360502;Waverveen Buitengebied
7360601;Wilnis Dorp
7360602;de Maricken-Veenzijde
7360603;Wilnis Buitengebied
7360701;Abcoude-Noordoost
7360702;Abcoude-Zuidwest
7360703;Abcoude Buitengebied
7360801;Baambrugge Dorp
7360802;Baambrugge Buitengebied
7370000;Burgum
7370009;Verspreide huizen Burgum
7370100;Aldtsjerk
7370101;Oentsjerk
7370102;Verspreide huizen Wyns
7370108;Verspreide huizen Aldtsjerk
7370109;Verspreide huizen Oentsjerk
7370200;Mûnein
7370201;Gytsjerk
7370208;Verspreide huizen Mûnein
7370209;Verspreide huizen Gytsjerk
7370300;Ryptsjerk
7370309;Verspreide huizen Ryptsjerk
7370400;Tytsjerk
7370401;Suwâld
7370408;Verspreide huizen Tytsjerk
7370409;Verspreide huizen Suwâld
7370500;Earnewâld
7370501;Garyp
7370508;Verspreide huizen Earnewâld
7370509;Verspreide huizen Garyp
7370600;Sumar
7370609;Verspreide huizen Sumar
7370700;Eastermar
7370701;Jistrum
7370708;Verspreide huizen Eastermar
7370709;Verspreide huizen Jistrum
7370800;Noordburgum
7370809;Verspreide huizen Noordburgum
7370900;Hurdegaryp
7370909;Verspreide huizen Hurdegaryp
7380000;Wijk en Aalburg
7380001;Spijk
7380009;Verspreide huizen Wijk en Aalburg
7380100;Veen
7380109;Verspreide huizen Veen
7380200;Genderen
7380209;Verspreide huizen Genderen
7380300;Eethen
7380309;Verspreide huizen Eethen
7380400;Meeuwen
7380409;Verspreide huizen Meeuwen
7380500;Drongelen
7380509;Verspreide huizen Drongelen
7380600;Babyloniënbroek
7380609;Verspreide huizen Babyloniënbroek
7430000;Asten
7430001;De Loverbosch
7430002;Nobis
7430008;Verspreide huizen Achterbosch en Rinkveld
7430009;Verspreide huizen Asten
7430100;Heusden
7430109;Verspreide huizen Heusden
7430200;Ommel
7430209;Verspreide huizen Ommel
7430809;Verspreide huizen Kleine Heitrak en omgeving
7430909;Verspreide huizen Leensel en Hutten
7440000;Baarle-Nassau
7440001;Bungalowpark
7440002;Hoogbraak
7440009;Verspreide huizen Baarle-Nassau
7440100;Ulicoten
7440109;Verspreide huizen Ulicoten
7440209;Verspreide huizen Castelre
7480000;Centrum
7480001;Havenkwartier
7480002;Vestinggronden-Noord
7480003;Vestinggronden-Zuid
7480004;Het Fort
7480005;Zeekant
7480006;Het Glacis
7480100;Meilust Zuid
7480101;Meilust Noord
7480102;Tuinwijk
7480103;Noordgeest
7480200;Gageldonk-West
7480201;Warande-West
7480202;Gageldonk-Oost
7480203;Warande-Oost
7480204;Nieuw Borgvliet
7480205;Langeweg
7480206;Lage Meren
7480208;Verspreide huizen Heimolen
7480209;Buitengebied-Oost
7480300;Bergse Plaat
7480301;De Markiezaten
7480302;Schelde Vesting
7480306;Waterfront-Industriegebied
7480308;Augustapolder
7480309;Buitengebied-West
7480400;Halsteren-Centrum
7480401;De Beek
7480402;Nieuwe Molen
7480403;Jankenberg
7480404;Rode Schouw
7480405;De Schans en Oude Molen
7480408;Verspreide huizen Vrederust
7480409;Verspreide huizen Halsterse Polders
7480500;Lepelstraat
7480507;Verspreide huizen Kladde
7480508;Verspreide huizen Klutsdorp
7480509;Verspreide huizen Oud Glymespolder
7530001;Centrum
7530002;Hoge Akker
7530003;Speelheide
7530004;De Leeuwerik
7530005;Villawijk
7530006;Batadorp
7530007;Salderes
7530008;Wilhelminadorp
7530009;Naastenbest
7530010;'t Zand
7530011;Breeven
7530012;Heide
7530013;Heuveleind
7530014;Heivelden
7530015;Buitengebied
7530016;Dijkstraten
7530017;Kantonnier
7550000;Boekel
7550005;Verspreide huizen Logt en Berkhoek
7550006;Verspreide huizen Arendnest-Zijp
7550007;Verspreide huizen Zandhoek en Peelstraat
7550008;Verspreide huizen Molenwijk, Elzen en Neerbroek
7550009;Verspreide huizen Bovenstehuis en Peelsehuis
7550100;Venhorst
7550109;Verspreide huizen Venhorst
7560000;Boxmeer Centrum
7560001;Bakelgeert-Noord
7560002;Bakelgeert-Zuid
7560003;De Elzen
7560004;Villapark 't Zand
7560005;Luneven
7560006;Hollesteeg
7560007;Maasbroeksche Blokken
7560008;Bedrijventerrein Saxa Gotha
7560009;Verspreide huizen Boxmeer
7560100;Sambeek Centrum
7560109;Verspreide huizen Sambeek
7560200;Beugen Centrum
7560209;Verspreide huizen Beugen
7560300;Oeffelt Centrum
7560309;Verspreide huizen Oeffelt
7560400;Rijkevoort Centrum
7560409;Verspreide huizen Rijkevoort
7560500;Vortum-Mullem Centrum
7560509;Verspreide huizen Vortum-Mullem
7560600;Vierlingsbeek Centrum
7560601;Groeningen Centrum
7560609;Verspreide huizen Vierlingsbeek en Groeningen
7560700;Overloon Centrum
7560707;Verspreide huizen Westerbeek
7560708;Verspreide huizen Stevensbeek
7560709;Verspreide huizen Overloon
7560800;Maashees Centrum
7560809;Verspreide huizen Maashees
7560900;Holthees Centrum
7560909;Verspreide Huizen Holthees
7570000;Boxtel-Centrum
7570001;Boxtel-Oost
7570002;Boxtel-Noord
7570003;Munsel-Selissen
7570004;Industrieterrein Boxtel
7570005;Verspreide huizen Kleinderliempde
7570006;Verspreide huizen Tongeren, Luissel en Nergena
7570007;Verspreide huizen Hal en Heult
7570008;Verspreide huizen Langenberg
7570009;Verspreide huizen Roond
7570100;Lennisheuvel
7570109;Verspreide huizen Lennisheuvel
7570200;Liempde
7570206;Hezelaar
7570207;Vrilkhoven
7570208;Verspreide huizen Kasteren en Berg
7570209;Verspreide huizen Velders, Bosch en De Scheeken
7580001;Valkenberg
7580002;Chassé
7580003;Fellenoord
7580004;Schorsmolen
7580005;Station
7580006;City
7580100;Belcrum
7580101;Doornbos-Linie
7580102;Biesdonk
7580103;Geeren-Zuid
7580104;Wisselaar
7580105;Krogten
7580106;Geeren-Noord
7580107;Waterdonken
7580200;Brabantpark
7580201;Sportpark
7580202;Zandberg
7580203;Heusdenhout
7580204;Moleneind-Oost
7580205;Hoogeind
7580300;Blauwe Kei
7580301;Ypelaar
7580302;Overakker
7580303;Ginneken
7580309;Mastbos
7580400;Boeimeer
7580401;Ruitersbos
7580500;Haagpoort
7580501;Heuvel
7580502;Tuinzigt
7580503;Princenhage
7580504;Westerpark
7580505;Heilaar
7580506;Hazeldonk
7580507;Steenakker
7580508;Effen-Rith
7580509;Liesbos
7580600;Gageldonk
7580601;Kievitsloop
7580602;Kesteren
7580603;Muizenberg
7580604;Heksenwiel
7580605;Overkroeten
7580606;Kroeten
7580607;Emer
7580609;Hagebeemd
7580700;Bavel
7580701;Nieuw Wolfslaar
7580709;Buitengebied Bavel
7580800;Ulvenhout
7580809;Buitengebied Ulvenhout
7580900;Prinsenbeek
7580909;Buitengebied Prinsenbeek
7581000;Teteringen
7581008;Vuchtpolder
7581009;Buitengebied Teteringen
7620000;Deurne-Centrum
7620001;Sint Jozefparochie
7620002;Zeilberg
7620003;Walsberg
7620004;Koolhof
7620005;Heiakker
7620006;Industrieterrein
7620007;De Vennen
7620009;Verspreide huizen Deurne
7620100;Vlierden
7620109;Verspreide huizen Vlierden
7620200;Liessel
7620209;Verspreide huizen Liessel
7620300;Neerkant
7620309;Verspreide huizen Neerkant
7620400;Helenaveen
7620409;Verspreide huizen Helenaveen
7650000;Oude Pekela
7650009;Verspreide huizen Oude Pekela
7650100;Nieuwe Pekela
7650101;Boven-Pekela
7650109;Verspreide huizen Nieuwe Pekela
7660101;West 1
7660102;Buitengebied West 1
7660103;West 2
7660104;Buitengebied West 2
7660105;Centrum
7660106;Beljaart
7660107;Biezen
7660108;Hoge Akker
7660109;Oud Dongen
7660110;Buitengebied Oost
7660111;Klein Dongen
7660112;Dongen-Vaart
7660113;Buitengebied Klein Dongen/Dongen-Vaart
7660114;Tichelrijt
7660115;Wildert
7660216;'s Gravenmoer
7660217;Buitengebied 's Gravenmoer
7700000;Eersel-kom en Lindeakkers
7700001;Molenakkers
7700002;Eersel-Zuid
7700003;De Dijken
7700004;Kortkruis
7700005;Bedrijventerrein Eersel
7700006;Molenveld en Schadewijk
7700007;Stokkelen en Hoogstraat
7700008;De Hees en Genderweg
7700009;Verspreide huizen Eersel
7700010;Kerkebogten
7700100;Duizel
7700101;De Donksbergen
7700102;Bedrijventerrein Duizel
7700109;Verspreide huizen Duizel
7700200;Steensel
7700209;Verspreide huizen Steensel
7700300;Vessem-kom
7700309;Verspreide huizen Vessem
7700400;Wintelre-kom
7700409;Verspreide huizen Wintelre
7700500;Knegsel-kom
7700501;Knegsel-Oeyenbos
7700509;Verspreide huizen Knegsel
7721111;Binnenstad
7721112;Bergen
7721113;Witte Dame
7721114;Fellenoord
7721115;TU-terrein
7721211;Irisbuurt
7721212;Rochusbuurt
7721213;Elzent-Noord
7721214;Tuindorp
7721215;Joriskwartier
7721216;Bloemenplein
7721217;Looiakkers
7721218;Elzent-Zuid
7721221;Kerstroosplein
7721222;Gerardusplein
7721223;Genneperzijde
7721224;Roosten
7721225;Eikenburg
7721226;Sportpark Aalsterweg
7721230;Puttense Dreef
7721231;Poeijers
7721232;Burghplan
7721233;Sintenbuurt
7721234;Tivoli
7721235;Gijzenrooi
7721236;Nieuwe Erven
7721237;Kruidenbuurt
7721238;Schuttersbosch
7721239;Leenderheide
7721240;Riel
7721311;Villapark
7721312;Lakerlopen
7721321;Doornakkers-West
7721322;Doornakkers-Oost
7721328;Tongelresche Akkers
7721333;Muschberg, Geestenberg
7721334;Urkhoven
7721335;'t Hofke
7721336;Karpen
7721337;Koudenhoven
7721410;Limbeek-Zuid
7721411;Limbeek-Noord
7721412;Hemelrijken
7721413;Gildebuurt
7721414;Woenselse Watermolen
7721421;Woensel-West
7721422;Kronehoef
7721423;Barrier
7721424;Mensfort
7721425;Rapenland
7721426;Vredeoord
7721431;Generalenbuurt
7721432;Oude Toren
7721433;Hondsheuvels
7721434;Oude Gracht-West
7721435;Oude Gracht-Oost
7721436;Eckartdal
7721511;Driehoeksbos
7721512;Prinsejagt
7721513;Jagershoef
7721514;'t Hool
7721515;Winkelcentrum
7721516;Vlokhoven
7721520;Kapelbeemd
7721521;Kerkdorp Acht
7721522;Achtse Barrier-Gunterslaer
7721523;Achtse Barrier-Spaaihoef
7721524;Achtse Barrier-Hoeven
7721531;Woenselse Heide
7721532;Tempel
7721533;Blixembosch-West
7721534;Blixembosch-Oost
7721535;Castiliëlaan
7721541;Eckart
7721542;Luytelaer
7721543;Vaartbroek
7721544;Heesterakker
7721545;Esp
7721546;Bokt
7721611;Eliasterrein, Vonderkwartier
7721612;Philipsdorp
7721613;Engelsbergen
7721614;Schouwbroek
7721615;Schoot
7721616;Strijp S
7721621;Hurk
7721622;Het Ven
7721623;Lievendaal
7721624;Drents Dorp
7721625;Zwaanstraat
7721626;Wielewaal
7721627;Herdgang
7721628;Mispelhoef
7721631;BeA2
7721632;Meerbos
7721633;Grasrijk
7721634;Zandrijk
7721635;Waterrijk
7721636;Park Forum
7721637;Flight Forum
7721638;Eindhoven Airport
7721639;Bosrijk
7721640;Meerrijk
7721711;Schrijversbuurt
7721712;Oude Spoorbaan
7721713;Hagenkamp
7721721;Genderdal
7721722;Blaarthem
7721723;Rapelenburg
7721724;Bennekel-Oost
7721725;Bennekel-West, Gagelbosch
7721726;Gennep
7721727;Beemden
7721731;Genderbeemd
7721732;Hanevoet
7721733;Ooievaarsnest
7770000;Centrum Oost 1
7770001;Centrum Oost 2
7770002;Centrum Oost 3
7770003;Centrum West 1
7770004;Centrum West 2
7770005;Het Hooghuis
7770100;Bedrijventerrein Vosdonk
7770200;Etten-Leur Midden landelijk gebied
7771000;Noord 1
7771001;Noord 2
7771002;Noord 3
7771003;Noord 4, Stichting Het Hooghuys
7771004;Baai 1
7771005;Baai 2
7771006;Baai 3
7771007;Baai 4, Markenland
7771008;Sander-Banken 1, Broeders Internaat
7771009;Sander-Banken 2, Klein Sander
7771010;Sander-Banken 3, Groot Sander
7771011;Sander-Banken 4, Lage Banken
7771012;De Grient
7771013;De Keen
7771014;Attelaken
7771015;Schoenmakershoek
7771100;Bedrijventerrein Vossendaal
7771200;Landelijk gebied 1 (Noord)
7771201;Landelijk gebied 2 (Noord)
7771202;Landelijk gebied 3 (Noord)
7771203;Landelijk gebied 4 (Noord)
7772000;Banakkers 1
7772001;Banakkers 2
7772002;Banakkers 3
7772003;Banakkers 4, Achter de Molen
7772004;Grauwe Polder 1
7772005;Grauwe Polder 2
7772006;Grauwe Polder 3
7772007;Grauwe Polder 4
7772008;Grauwe Polder 5, 't Winhof
7772009;Hoge Neerstraat
7772010;Centrumplan
7772100;Bedrijventerrein Vosdonk-Zuid
7772200;Bedrijventerrein Trivium
7772300;Landelijk gebied 1 (Zuid)
7772301;Landelijk gebied 2 (Zuid)
7772302;Landelijk gebied 3 (Zuid)
7772303;Landelijk gebied 4 (Zuid)
7790000;Raamsdonksveer
7790001;Hooipolder en De Hoeven
7790002;Industrieterrein Dombosch
7790009;Verspreide huizen Raamsdonksveer
7790100;Raamsdonk
7790109;Verspreide huizen Raamsdonk
7790200;Geertruidenberg-Kom
7790201;Geertruidenberg-West
7790202;Geertruidenberg-Noord
7790203;Industrieterrein Dongeoever Amerkant
7790209;Verspreide huizen Geertruidenberg
7840000;Rijen
7840007;Bedrijventerrein Haansberg
7840009;Verspreide huizen Rijen
7840100;Gilze
7840107;Bedrijventerrein Broekakkers
7840109;Verspreide huizen Gilze
7840200;Molenschot
7840209;Verspreide huizen Molenschot
7840300;Hulten
7840309;Verspreide huizen Hulten
7850101;Goirle-Centrum
7850202;Grobbendonck
7850303;De Groote Akkers
7850304;De Leijzoom
7850405;De Hoogte
7850406;De Vallei
7850507;Abcoven
7850608;Wildackers
7850709;'t Ven
7850710;Burgemeesters
7850811;Tilburgseweg
7850812;De Boschkens-West
7850813;De Boschkens-Oost
7850914;Vennen
7850915;Bomen
7850916;De Villa
7850917;Rivieren
7850918;Kruiden
7851019;De Nieuwe Erven
7851120;Hoogeind
7851121;Geestelijken
7851122;Herstallen
7851223;Sportpark Van den Wildenberg
7851324;Tijlvoort-Noort
7851325;Tijlvoort-Zuid
7851426;Verspreide huizen Goirle
