GWBcode8;GWBlabel
75804;Breda Zuid
75805;Breda West
75806;Breda Noord-West
75807;Bavel
75808;Ulvenhout
75809;Prinsenbeek
75810;Teteringen
76200;Wijk 00 Deurne
76201;Wijk 01 Vlierden
76202;Wijk 02 Liessel
76203;Wijk 03 Neerkant
76204;Wijk 04 Helenaveen
76500;Wijk 00
76501;Wijk 01
76601;Dongen
76602;'s Gravenmoer
77000;Eersel
77001;Duizel
77002;Steensel
77003;Vessem
77004;Wintelre
77005;Knegsel
77211;Wijk 11 Stadsdeel Centrum
77212;Wijk 12 Stadsdeel Stratum
77213;Wijk 13 Stadsdeel Tongelre
77214;Wijk 14 Stadsdeel Woensel-Zuid
77215;Wijk 15 Stadsdeel Woensel-Noord
77216;Wijk 16 Stadsdeel Strijp
77217;Wijk 17 Stadsdeel Gestel
77700;Wijk 00 Etten-Leur Midden woongebied
77701;Wijk 01 Etten-Leur Midden, Bedrijventerrein Vosdo
77702;Wijk 02 Etten-Leur landelijk gebied
77710;Wijk 10 Etten-Leur Noord woongebied
77711;Wijk 11 Etten-Leur Noord bedrijventerrein
77712;Wijk 12 Etten-Leur Noord verspreide huizen
77720;Wijk 20 Etten-Leur Zuid woongebied
77721;Wijk 21 Etten-Leur Zuid bedrijventerrein
77722;Wijk 22 Etten-Leur Zuid bedrijventerrein Trivium
77723;Wijk 23 Etten-Leur Zuid verspreide huizen
77900;Wijk 00 Raamsdonksveer
77901;Wijk 01 Raamsdonk
77902;Wijk 02 Geertruidenberg
78400;Wijk 00 Rijen
78401;Wijk 01 Gilze
78402;Wijk 02 Molenschot
78403;Wijk 03 Hulten
78501;Wijk 01 Goirle-Centrum
78502;Wijk 02 Grobbendonck
78503;Wijk 03 De Groote Akkers
78504;Wijk 04 De Hoge Wal
78505;Wijk 05 Abcoven
78506;Wijk 06 Wildackers
78507;Wijk 07 't Ven
78508;Wijk 08 De Boschkens
78509;Wijk 09 De Hellen
78510;Wijk 10 De Nieuwe Erven
78511;Wijk 11 Hoogeind
78512;Wijk 12 Sportpark Van den Wildenberg
78513;Wijk 13 Bedrijventerrein Tijvoort
78514;Wijk 14 Verspreide huizen Goirle
78520;Wijk 20 Riel
78521;Wijk 21 Bedrijventerrein Riel
78522;Wijk 22 Sportpark De Krim
78523;Wijk 23 Verspriede huizen Riel
78600;Wijk 00 Grave
78601;Wijk 01 Escharen
78602;Wijk 02 Velp
78603;Wijk 03 Gassel
78801;Wijk 01 Haaren
78802;Wijk 02 Helvoirt
78803;Wijk 03 Esch
78804;Wijk 04 Biezenmortel
79410;Wijk 10 Binnenstad
79411;Wijk 11 Helmond-Oost
79412;Wijk 12 Helmond-Noord
79413;Wijk 13 't Hout
79414;Wijk 14 Brouwhuis
79415;Wijk 15 Helmond-West
79416;Wijk 16 Warande
79417;Wijk 17 Stiphout
79418;Wijk 18 Rijpelberg
79419;Wijk 19 Dierdonk
79421;Wijk 21 Brandevoort
79429;Wijk 29 Industriegebied Zuid
79601;Binnenstad
79602;Zuidoost
79603;Graafsepoort
79604;Muntel / Vliert
79605;Rosmalen-Zuid
79606;Rosmalen-Noord
79607;De Groote Wielen
79608;Empel
79609;Noord
79610;Maaspoort
79611;West
79612;Engelen
79613;Nuland
79614;Vinkel
79701;Wijk 01 Drunen
79702;Wijk 02 Elshout
79703;Wijk 03 Haarsteeg
79704;Wijk 04 Nieuwkuijk
79705;Wijk 05 Vlijmen
79706;Wijk 06 Doeveren
79707;Wijk 07 Hedikthuizen
79708;Wijk 08 Heesbeen
79709;Wijk 09 Herpt
79710;Wijk 10 Heusden
79711;Wijk 11 Oudheusden
79800;Wijk 00 Hilvarenbeek
79801;Wijk 01 Esbeek
79802;Wijk 02 Biest-Houtakker
79803;Wijk 03 Diessen
79804;Wijk 04 Haghorst
80910;Wijk 10 Kaatsheuvel-West
80920;Wijk 20 Kaatsheuvel-Oost
80930;Wijk 30 Loon op Zand
80940;Wijk 40 De Moer
81509;Mill
81510;Sint Hubert
81512;Wilbertoord
81515;Langenboom
82000;Wijk 00 Nuenen
82001;Wijk 01 Gerwen
82002;Wijk 02 Nederwetten
82300;Wijk 00 Oirschot
82301;Wijk 01 Spoordonk
82302;Wijk 02 Middelbeers en Westelbeers
82303;Wijk 03 Oostelbeers
82401;Verspr.h. westen en noorden Moerg.
82402;Pannenschuur
82403;Heukelom
82404;Buitengebied (Zuid)
82405;Omgeving Vinkenberg / Heuvelstraat
82406;Omgeving George Perklaan
82407;Centrum Moergestel
82408;'t Westend / 't Seuverick
82409;Bunders / Levenskerk
82410;Buitengebied Kerkhoven
82411;Waterhoef / Klompven
82412;Omgeving Industrieterrein
82413;Centrum Oisterwijk
82414;Verspr.h. oosten en zuiden Moerg.
82415;Omgeving Broekzijde
82600;Wijk 00 Oosterhout-Centrum
82601;Wijk 01 Slotjes
82602;Wijk 02 West
82603;Wijk 03 Strijen
82604;Wijk 04 Leijsenakkers
82605;Wijk 05 Oosterheide
82606;Wijk 06 Dommelbergen
82607;Wijk 07 Vrachelen
82608;Wijk 08 Industrieterrein Zuid
82609;Wijk 09 Industrieterrein Noord
82610;Wijk 10 Buitengebied Oosterhout
82611;Wijk 11 Den Hout
82612;Wijk 12 Oosteind
82613;Wijk 13 Dorst
82800;Centrum
82801;Schadewijk
82802;Industrieterreinen-Zuid
82803;Oss-Zuid
82804;Krinkelhoek
82805;Industrieterreinen-Noord
82806;Ruwaard
82807;Ussen
82808;Buitengebied-Noord
82809;Buitengebied-Zuid
82810;Berghem
82811;Haren
82812;Macharen
82813;Megen
82814;Ravenstein
82815;Herpen
82816;Overlangel
82817;Deursen en Dennenburg
82818;Lith
82819;Lithoijen
82820;Oijen
82821;Maren - Kessel
82822;Geffen
84000;Wijk 00 Rucphen
84001;Wijk 01 Sint Willebrord
84002;Wijk 02 Sprundel
84003;Wijk 03 Schijf
84004;Wijk 04 Zegge
84500;Wijk 00 Sint-Michielsgestel
84501;Wijk 01 Gemonde
84502;Wijk 02 Den Dungen
84503;Wijk 03 Berlicum
84504;Wijk 04 Middelrode
84700;Wijk 00 Someren
84701;Wijk 01 Lierop
84702;Wijk 02 Someren-Eind
84703;Wijk 03 Somerense Heide
84709;Wijk 09
84800;Wijk 00 Son
84801;Wijk 01 Breugel
85100;Wijk 00 Steenbergen
85101;Wijk 01 Kruisland
85102;Wijk 02 De Heen
85103;Wijk 03 Dinteloord
85104;Wijk 04 Nieuw-Vossemeer
85200;Wijk 00 Monnickendam
85201;Wijk 01 Katwoude
85202;Wijk 02 Marken
85203;Wijk 03 Broek in Waterland
85204;Wijk 04 Ilpendam
85205;Wijk 05 Watergang
85510;Binnenstad
85511;Hoogvenne
85512;Armhoef
85513;Jeruzalem
85514;Fatima
85515;Broekhoven
85516;Oerle
85517;Korvel
85518;Trouwlaan - Uitvindersbuurt
85519;Sint Anna
85520;Noordhoek
85521;Spoorzone Zuid
85522;Bouwmeester
85523;De Hasselt
85524;Het Goirke
85525;Groeseind-Hoefstraat
85526;Loven-Besterd
85527;Theresia
85528;Spoorzone Noord
85529;Kanaalzone
85530;Moerenburg
85531;De Leij
85532;Groenewoud
85533;Stappegoor
85534;Bedrijventerrein Het Laar
85535;De Blaak
85536;Zorgvlied
85537;De Reit
85538;Het Zand
85539;Wandelbos Noord
85540;Wandelbos Zuid
85541;De Oude Warande
85542;Stokhasselt
85543;Heikant
85544;Quirijnstok
85545;Ind.terrein Loven
85546;Bosscheweg
85547;Gesworen Hoek
85548;Huibeven
85549;Campenhoef
85550;Heyhoef
85551;Heerevelden
85552;Dongewijk
85553;Tuindorp De Kievit
85554;Leeuwerik
85555;Dalem Noord
85556;Dalem Zuid
85557;Koolhoven
85558;Witbrant
85559;Bedrijventerrein Kraaiven
85560;Bedrijventerrein Vossenberg
85561;De Katsbogten
85562;Buitengebied Tilburg Zuid-Oost
85563;Buitengebied Tilburg Zuid-West
85564;Buitengebied Tilburg Noord-Oost
85565;Buitengebied Tilburg Noord-West
85566;Berkel-Enschot
85567;Udenhout
85601;Wijk 01 Uden
85602;Wijk 02 Volkel
85603;Wijk 03 Odiliapeel
85800;Wijk 00 Valkenswaard
85801;Wijk 01 Kloosterakkers en Dommelen
85802;Wijk 02 Borkel en Schaft
86100;Wijk 00 Veldhoven
86101;Wijk 01 Noordelijk Woongebied
86102;Wijk 02 Oerle
86500;Wijk 00 Vught
86501;Wijk 01 Vught-Zuid
86502;Wijk 02 Cromvoirt
86600;Wijk 00 Waalre
86700;Wijk 00 Waalwijk
86701;Wijk 01 Sprang-Capelle
86702;Wijk 02 Waspik
87001;Wijk 01 Werkendam
87002;Wijk 02 Sleeuwijk
87003;Wijk 03 Nieuwendijk
87004;Wijk 04 Hank
87005;Wijk 05 Dussen
87300;Wijk 00 Hoogerheide en Woensdrecht
87301;Wijk 01 Huijbergen
87302;Wijk 02 Ossendrecht
87303;Wijk 03 Putte
87400;Wijk 00 Woudrichem
87401;Wijk 01 Almkerk
87402;Wijk 02 Rijswijk
87403;Wijk 03 Giessen
87404;Wijk 04 Andel
87405;Wijk 05 Uitwijk en Waardhuizen
87900;Wijk 00 Zundert
87901;Wijk 01 Klein - Zundert
87902;Wijk 02 Wernhout
87903;Wijk 03 Achtmaal
87904;Wijk 04 Rijsbergen
88000;Wijk 00 Wormer
88001;Wijk 01 Wijdewormer
88002;Wijk 02 Jisp
88100;Wijk 00 Onderbanken
88200;Wijk 00 Schaesberg
88201;Wijk 01 Nieuwenhagen
88202;Wijk 02 Ubach over Worms
88800;Wijk 00 Beek - Spaubeek
88801;Wijk 01 Beek-Zuid
88900;Wijk 00 Reuver
88901;Wijk 01 Beesel
89301;Aijen
89302;Oud-Bergen
89303;Nieuw-Bergen
89304;Afferden
89305;Siebengewald
89306;Well
89307;Wellerlooi
89901;Wijk 01 Brunssum-West
89902;Wijk 02 Brunssum-Noord
89903;Wijk 03 Brunssum-Oost
89904;Wijk 04 Brunssum-Zuid
89905;Wijk 05 Brunssum-Centrum
90700;Wijk 00 Milsbeek
90701;Wijk 01 Ottersum
90702;Wijk 02 Ven-Zelderheide
90703;Wijk 03 Gennep
90704;Wijk 04 Heijen
91710;Wijk 10 Maria Gewanden en Terschuren
91711;Wijk 11 Mariarade
91712;Wijk 12 Hoensbroek-De Dem
91713;Wijk 13 Nieuw Lotbroek
91714;Wijk 14 De Koumen
91720;Wijk 20 Vrieheide-De Stack
91721;Wijk 21 Heerlerheide-Passart
91722;Wijk 22 Heksenberg
91723;Wijk 23 De Hei
91724;Wijk 24 Rennemig-Beersdal
91730;Wijk 30 Zeswegen-Nieuw Husken
91731;Wijk 31 Schandelen-Grasbroek
91732;Wijk 32 Meezenbroek-Schaesbergerveld
91733;Wijk 33 Heerlen-Centrum
91734;Wijk 34 Eikenderveld
91735;Wijk 35 Woonboulevard-Ten Esschen
91736;Wijk 36 Welten-Benzenrade
91737;Wijk 37 Bekkerveld
91738;Wijk 38 Caumerveld-Douve Weien
91739;Wijk 39 Molenberg
91740;Wijk 40 Heerlerbaan-Centrum
91741;Wijk 41 Heerlerbaan-Schil
91742;Wijk 42 De Beitel
92800;Wijk 00 Kerkrade-West
92801;Wijk 01 Kerkrade-Oost
92802;Wijk 02 Kerkrade-Noord
93500;Wijk 00 Centrum
93501;Wijk 01 Buitenwijk Zuidwest
93502;Wijk 02 Buitenwijk West
93503;Wijk 03 Buitenwijk Noordwest
93504;Wijk 04 Buitenwijk Oost
93505;Wijk 05 Buitenwijk Noordoost
93506;Wijk 06 Buitenwijk Zuidoost
93800;Wijk 00 Meerssen
93801;Wijk 01 Ulestraten
93802;Wijk 02 Bunde - Geulle
94400;Wijk 00 Mook
94401;Wijk 01 Middelaar
94601;Wijk 01 Nederweert
94602;Wijk 02 Budschop
94603;Wijk 03 Ospel
94604;Wijk 04 Nederweert-Eind
94605;Wijk 05 Leveroy
95100;Wijk 00 Nuth
95101;Wijk 01 Wijnandsrade
95102;Wijk 02 Hulsberg
95103;Wijk 03 Schimmert
95700;Wijk 00 Centrum
95701;Wijk 01 Roermond-Oost
95702;Wijk 02 Roermond-Zuid
95703;Wijk 03 Maasniel
95704;Wijk 04 Donderberg
95705;Wijk 05 Hoogvonderen
95706;Wijk 06 Asenray
95707;Wijk 07 Herten
95708;Wijk 08 Swalmen
95709;Wijk 09 Maasplassen
96200;Wijk 00
96201;Wijk 01 Amstenrade - Oirsbeek
96500;Wijk 00 Simpelveld
96501;Wijk 01 Bocholtz
97100;Wijk 00 Stein
97101;Wijk 01 Elsloo
97102;Wijk 02 Urmond
98100;Wijk 00 Vijlen-Lemiers
98101;Wijk 01 Vaals
98311;Wijk 11 Venlo-Centrum
98312;Wijk 12 Venlo-Zuid
98313;Wijk 13 Venlo-Oost-Noord
98314;Wijk 14 Venlo-Noord
98315;Wijk 15 Venlo-Oost-Zuid
98316;Wijk 16 Het Ven
98321;Wijk 21 Blerick-Midden
98322;Wijk 22 Blerick-Noord
98323;Wijk 23 Blerick-Zuid
98324;Wijk 24 Vossener
98325;Wijk 25 Klingerberg
98326;Wijk 26 Hout-Blerick
98327;Wijk 27 Boekend
98328;Wijk 28 Trade-Port
98331;Wijk 31 Tegelen-Centrum
98332;Wijk 32 Op de Hei
98335;Wijk 35 Steyl
98341;Wijk 41 Velden
98343;Wijk 43 Lomm
98344;Wijk 44 Arcen
98351;Wijk 51 Belfeld
98401;Heide
98402;Ysselsteyn
98403;Merselo
98404;Vredepeel
98405;Smakt
98406;Oostrum
98407;Oirlo
98408;Castenray
98409;Veulen
98410;Leunen
98411;Centrum
98412;Oost
98413;West
98414;Vlakwater
98415;Veltum
98416;Brukske
98417;Landweert
98418;Smakterheide
98419;Brabander
98420;St. Antoniusveld
98421;Wanssum
98422;Geijsteren
98423;Blitterswijck
98601;Wijk 01 Voerendaal
98602;Wijk02 Kunrade
98603;Wijk 03 Ubachsberg
98604;Wijk 04 Klimmen
98605;Wijk 05 Ransdaal
98609;Wijk 09 Verspreide huizen Voerendaal
98801;Wijk 01 Boshoven
98802;Wijk 02 Laar en Hushoven
98803;Wijk 03 Molenakker en Kampershoek
98811;Wijk 11 Weert-Centrum
98812;Wijk 12 Biest
98813;Wijk 13 Groenewoud
98814;Wijk 14 Fatima
98821;Wijk 21 Keent
98822;Wijk 22 Moesel
98823;Wijk 23 Graswinkel
98824;Wijk 24 Leuken
98825;Wijk 25 Kazernelaan
98831;Wijk 31 Altweerterheide
98832;Wijk 32 Tungelroy
98833;Wijk 33 Swartbroek
98834;Wijk 34 Stramproy
99400;Wijk 00: Valkenburg
99401;Wijk 01: Houthem - Sint Gerlach
99402;Wijk 02: Schin op Geul - Oud-Valkenburg
99403;Wijk 03: Sibbe - IJzeren
99404;Wijk 04: Berg en Terblijt - Vilt
99405;Wijk 05: Walem
99511;Zuiderzeewijk
99512;Atolwijk
99513;BD Bedrijven Lelystad Noord
99516;Centrumzone Wijk1
99517;Overijsselse Hout, Gelderse Hout
99518;Industrieterrein Oostervaart
99521;Schepenwijk Noord
99522;Schepenwijk Oost
99523;Schepenwijk West
99524;Schepenwijk Zuid
99525;Houtribhoogte
99527;Zuigerplaspark
99531;Landstrekenwijk
99532;Villapark Hollandse Hout
99535;Lelystad-Haven
99537;Uilenweg
99538;Industrieterrein Noordersluis
99541;Boswijk
99542;Waterwijk
99543;Landerijen
99547;Flevobos
99551;Warande Noord
99552;Warande West
99553;Warande Oost
99554;Warande Zuid
99556;Warande Midden
99557;Hollandse Hout
99558;Industrieterrein Flevopoort
99561;Kofschip
99562;Stadscentrum Noord
99563;Stadscentrum Zuid
99566;Stadscentrum, Het Ravelijn
99571;Visvijverbos
99572;Runderweg
99573;Zeeasterweg
99574;Vlotgrasweg
99575;Eendenweg
99576;Vogelweg
99577;Pijlstaartweg
99578;Bedrijvenpark Larserpoort
99579;Oostvaardersplassen
99590;Markermeer
150700;Wijk 00 Griendtsveen
150701;Wijk 01 America
150702;Wijk 02 Meterik
150703;Wijk 03 Hegelsom
150704;Wijk 04 Horst
150705;Wijk 05 Melderslo
150706;Wijk 06 Broekhuizen
150707;Wijk 07 Lottum
150708;Wijk 08 Grubbenvorst
150709;Wijk 09 Broekhuizen
150710;Wijk 10 Sevenum
150711;Wijk 11 Kronenberg
150712;Wijk 12 Evertsoorsd
150713;Wijk 13 Meerlo
150714;Wijk 14 Tienray
150715;Wijk 15 Swolgen
150900;Wijk 00 Ulft-Etten
150901;Wijk 01 Overig Gendringen
150902;Wijk 02 Silvolde-Terborg
150903;Wijk 03 Varsseveld
152500;Wijk 00 Sassenheim
152501;Wijk 01 Voorhout
152502;Wijk 02 Warmond
158100;Wijk 00 Doorn
158101;Wijk 01 Driebergen-Rijssenburg
158102;Wijk 02 Leersum
158103;Wijk 03 Amerongen
158104;Wijk 04 Maarn
158601;Wijk 01 Lichtenvoorde
158602;Wijk 02 Harreveld
158603;Wijk 03 Zieuwewnt
158604;Wijk 04 Lievelde
158605;Wijk 05 Vragender
158606;Wijk 06 Groenlo
158607;Wijk 07 Marienvelde
159800;Wijk 00 Westerkoggenland
159801;Wijk 01 Spierdijk
159802;Wijk 02 Zuidermeer
159803;Wijk 03 Ursem
159804;Wijk 04 Avenhorn
159805;Wijk 05 Oudendijk
159806;Wijk 06 Obdam
159807;Wijk 07 Hensbroek
162111;Wijk 11 Bergschenhoek
162112;Wijk 12 De Ackers
162113;Wijk 13 Boterdorp
162114;Wijk 14
162115;Wijk 15 Oosteindsche Polder
162121;Wijk 21 Berkel
162122;Wijk 22 Noordpolder
162123;Wijk 23 Meerpolder
162124;Wijk 24 Noordeinde
162125;Wijk 25 Zuidpolder
162126;Wijk 26 De Wadden
162127;Wijk 27 Westpolder
162128;Wijk 28 Rodenrijs
162131;Wijk 31 Bleiswijk
162132;Wijk 32 Hoekeindse Zoom
162133;Wijk 33 Bleiswijk Buiten
164000;Heythuysen
164001;Heibloem
164002;Roggel
164003;Neer
164004;Nunhem
164005;Haelen
164006;Buggenum
164007;Horn
164008;Baexem
164009;Kelpen-Oler
164010;Grathem
164011;Ell
164012;Haler
164013;Hunsel
164014;Neeritter
164015;Ittervoort
164100;Wijk 00 Maasbracht
164101;Wijk 01 Linne
164102;Wijk 02 Stevensweert
164103;Wijk 03 Ohé en Laak
164104;Wijk 04 Thorn
164105;Wijk 05 Heel
164106;Wijk 06 Beegden
164107;Wijk 07 Wessem
165100;Wijk 00
165101;Wijk 01
165102;Wijk 02
165103;Wijk 03
165104;Wijk 04
165200;Wijk 00 Gemert
165201;Wijk 01 Handel
165202;Wijk 02 De Mortel
165203;Wijk 03 Elsendorp
165204;Wijk 04 Bakel
165205;Wijk 05 Milheeze
165206;Wijk 06 De Rips
165501;Wijk 01 Oud Gastel
165502;Wijk 02 Stampersgat
165503;Wijk 03 Oudenbosch
165504;Wijk 04 Hoeven
165505;Wijk 05 Bosschenhoofd
165800;Wijk 00 Heeze
165801;Wijk 01 Leende
165802;Wijk 02 Leenderstrijp
165803;Wijk 03 Sterksel
165900;Wijk 00 Beek en Donk
165901;Wijk 01 Aarle-Rixtel
165902;Wijk 02 Lieshout
165903;Wijk 03 Mariahout
166300;Wijk 00
166301;Wijk 01
166302;Wijk 02
166303;Wijk 03
166700;Wijk 00 Reusel
166701;Wijk 01 Hooge Mierde
166702;Wijk 02 Lage Mierde
166703;Wijk 03 Hulsel
166901;Montfort
166902;Sint Odiliënberg
166903;Melick
166904;Posterholt
166905;Herkenbosch
166906;Vlodrop
167400;Wijk 00 Centrum
167401;Wijk 01 Oost
167402;Wijk 02 Noord
167403;Wijk 03 West
167404;Wijk 04 Groot Kroeven
167405;Wijk 05 Langdonk
167406;Wijk 06 Kortendijk
167407;Wijk 07 Tolberg
167408;Wijk 08 Industriegebieden
167410;Wijk 10 Nispen
167411;Wijk 11 Wouw
167412;Wijk 12 Heerle
167413;Wijk 13 Moerstraten
167414;Wijk 14 Wouwse Plantage
167600;Wijk 00 Zierikzee
167601;Wijk 01 Brouwershaven
167602;Wijk 02 Zonnemaire
167603;Wijk 03 Dreischor
167604;Wijk 04 Noordgouwe
167605;Wijk 05 Bruinisse
167606;Wijk 06 Nieuwerkerk
167607;Wijk 07 Oosterland
167608;Wijk 08 Ouwerkerk
167609;Wijk 09 Scharendijke
167610;Wijk 10 Kerkwerve
167611;Wijk 11 Ellemeet
167612;Wijk 12 Haamstede
167613;Wijk 13 Renesse
167614;Wijk 14 Noordwelle
167615;Wijk 15 Serooskerke
168000;Wijk 00 Annen
168001;Wijk 01 Eext
168002;Wijk 02 Anloo
168003;Wijk 03 Gasteren
168004;Wijk 04 Anderen
168005;Wijk 05 Schipborg
168006;Wijk 06 Eexterveen
168007;Wijk 07 Spijkerboor
168008;Wijk 08 Nieuw-Annerveen
168009;Wijk 09 Oud-Annerveen
168011;Wijk 11 Annerveenschekanaal
168012;Wijk 12 Eexterveenschekanaal
168013;Wijk 13 Eexterzandvoort
168014;Wijk 14 Gasselte
168015;Wijk 15 Gasselternijveen
168016;Wijk 16 Gasselternijveenschemond
168017;Wijk 17 Gieten
168018;Wijk 18 Gieterveen
168019;Wijk 19 Rolde
168020;Wijk 20 Grolloo
168021;Wijk 21 Ekehaar
168100;Wijk 00 Borger
168101;Wijk 01 Buinen
168102;Wijk 02 Bronneger
168103;Wijk 03 Drouwen
168104;Wijk 04 Bronnegerveen
168105;Wijk 05 Drouwenerveen
168106;Wijk 06 Drouwenermond
168107;Wijk 07 Nieuw-Buinen
168108;Wijk 08 Buinerveen
168109;Wijk 09 Ees
168110;Wijk 10 Odoorn
168111;Wijk 11 Exloo
168112;Wijk 12 Valthe
168113;Wijk 13 Klijndijk
168114;Wijk 14 Odoornerveen
168115;Wijk 15 Tweede Exloërmond
168116;Wijk 16 Valthermond
168401;Linden
168402;Katwijk
168403;Vianen
168404;Beers
168406;Cuijk
168411;Haps
168414;Sint Agatha
168500;Wijk 00 Schaijk
168501;Wijk 01 Reek
168502;Wijk 02 Zeeland
168509;Wijk 09 Verspreide huizen Zeeland
169000;Wijk 00 Zuidwolde
169001;Wijk 01 Alteveer
169002;Wijk 02 Kerkenveld
169003;Wijk 03 Drogteropslagen
169004;Wijk 04 Linde
169005;Wijk 05 Fort
169006;Wijk 06 Veeningen
169007;Wijk 07 Echten
169008;Wijk 08 Ruinen
169009;Wijk 09 Eursinge
169010;Wijk 10 Ansen
169011;Wijk 11 Ruinerwold
169012;Wijk 12 Koekange
169013;Wijk 13 De Wijk
169500;Wijk 00 Kortgene
169501;Wijk 01 Colijnsplaat
169502;Wijk 02 Kats
169503;Wijk 03 Kamperland
169504;Wijk 04 Wissenkerke
169505;Wijk 05 Geersdijk
169600;Wijk 00 's-Graveland
169601;Wijk 01 Kortenhoef
169602;Wijk 02 Ankeveen
169603;Wijk 03 Loosdrecht
169604;Wijk 04 Nieuw-Loosdrecht
169605;Wijk 05 Breukeleveen
169606;Wijk 06 Nederhorst den Berg
169900;Wijk 00 Roden
169901;Wijk 01 Roden
169903;Wijk 03 Norg
169904;Wijk 04 Norg
169906;Wijk 06 Peize
170000;Wijk 00 Vriezenveen (kern)
170001;Wijk 01 Vriezenveen (buitengebied)
170002;Wijk 02 Westerhaar-Vriezenveensewijk
170003;Wijk 03 Kloosterhaar
170004;Wijk 04 Bruinehaar
170100;Wijk 00 Diever
170101;Wijk 01 Wapse
170102;Wijk 02 Zorgvlied
170103;Wijk 03 Dwingeloo
170104;Wijk 04 Lhee
170105;Wijk 05 Eemster
170106;Wijk 06 Geeuwenbrug
170107;Wijk 07 Dieverbrug
170108;Wijk 08 Havelte
170109;Wijk 09 Uffelte
170110;Wijk 10 Wapserveen
170111;Wijk 11 Vledder
170112;Wijk 12 Frederiksoord
170113;Wijk 13 Nijensleek
170114;Wijk 14 Vledderveen
170115;Wijk 15 Wilhelminaoord
170116;Wijk 16 Doldersum
170117;Wijk 17 Boschoord
170200;Wijk 00 Sint Anthonis
170201;Wijk 01 Oploo
170202;Wijk 02 Westerbeek
170203;Wijk 03 Stevensbeek
170204;Wijk 04 Wanroij
170205;Wijk 05 Landhorst
170500;Wijk 00 Bemmel
170501;Wijk 01 Gendt
170502;Wijk 02 Huissen
170600;Wijk 00 Budel
170601;Wijk 01 Schoot
170602;Wijk 02 Dorplein
170603;Wijk 03 Maarheeze
170604;Wijk 04 Soerendonk
170605;Wijk 05 Gastel
170800;Steenwijk
170802;Oldemarkt
170803;Kalenberg
170804;Kuinre
170805;Blankenham
170806;Scheerwolde
170807;Vollenhove
170808;Sint Jansklooster
170810;Belt-Schutsloot
170811;Wanneperveen
170816;Blokzijl
170817;Giethoorn
170818;Zuidveen
170819;Onna
170820;Kallenkote
170821;Eesveen
170822;De Bult
170823;Baars
170824;Witte Paarden
170825;De Pol
170826;Willemsoord
170827;Marijenkampen
170828;Tuk
170829;Steenwijkerwold
170830;Basse
170831;Paasloo
170832;IJsselham
170833;Ossenzijl
170834;Wetering
170835;Nederland
170836;Baarlo
170900;Wijk 00 Zevenbergen
170901;Wijk 01 Zevenbergschen Hoek
170902;Wijk 02 Langeweg
170903;Wijk 03 Klundert
170904;Wijk 04 Moerdijk
170905;Wijk 05 Noordhoek
170906;Wijk 06 Standdaarbuiten
170907;Wijk 07 Fijnaart
170908;Wijk 08 Heijningen
170909;Wijk 09 Willemstad
170910;Wijk 10 Helwijk
171101;Wijk 01 Susteren
171102;Wijk 02 Dieteren
171103;Wijk 03 Heide
171104;Wijk 04 Roosteren
171105;Wijk 05 Echt
171106;Wijk 06 Maria Hoop
171107;Wijk 07 Peij
171108;Wijk 08 Slek
171109;Wijk 09 Nieuwstadt
171110;Wijk 10 Sint Joost
171111;Wijk 11 Koningsbosch
171400;Wijk 00 Sluis
171401;Wijk 01 Retranchement
171402;Wijk 02 Aardenburg
171403;Wijk 03 Eede
171404;Wijk 04 Sint Kruis
171405;Wijk 05 Oostburg
171406;Wijk 06 Zuidzande
171407;Wijk 07 Cadzand
171408;Wijk 08 Nieuwvliet
171409;Wijk 09 Groede
171410;Wijk 10 Breskens
171411;Wijk 11 Hoofdplaat
171412;Wijk 12 IJzendijke
171413;Wijk 13 Schoondijke
171414;Wijk 14 Waterlandkerkje
171900;Wijk 00 Made
171901;Wijk 01 Drimmelen
171902;Wijk 02 Terheijden
171903;Wijk 03 Wagenberg
171904;Wijk 04 Lage Zwaluwe
171905;Wijk 05 Hooge Zwaluwe
172101;Kern Heesch
172102;Kern Heeswijk-Dinther
172103;Kern Nistelrode
172104;Buitengebied Heesch
172105;Buitengebied Heeswijk-Dinther
172106;Buitengebied Nistelrode
172200;Wijk 00 Bouwstreek
172201;Wijk 01 Zuidwest
172202;Wijk 02
172300;Wijk 00 Alphen
172301;Wijk 01 Chaam
172302;Wijk 02 Galder
172308;Wijk 08 Verspreide huizen
172309;Wijk 09 Verspreide huizen
172400;Wijk 00 Bergeijk 't Hof
172401;Wijk 01 Weebosch
172402;Wijk 02 Luyksgestel
172403;Wijk 03 Riethoven
172404;Wijk 04 Westerhoven
172405;Wijk 05 Bergeijk 't Loo
172406;Wijk 06 Buitengebied
172800;Wijk 00 Bladel
172801;Wijk 01 Netersel
172802;Wijk 02 Hapert
172803;Wijk 03 Hoogeloon
172804;Wijk 04 Casteren
172900;Wijk 00 Gulpen
172901;Wijk 01 Wijlre
172902;Wijk 02 Eys
172903;Wijk 03 Wittem
172904;Wijk 04 Mechelen
172905;Wijk 05 Epen
172906;Wijk 06 Slenaken
173000;Wijk 00 Zuidlaren
173001;Wijk 01 De Groeve
173002;Wijk 02 Zuidlaarderveen
173003;Wijk 03 Midlaren
173004;Wijk 04 Westlaren
173005;Wijk 05 Schuilingsoord
173006;Wijk 06 Paterswolde
173007;Wijk 07 Eelde
173008;Wijk 08 Eelderwolde
173009;Wijk 09 Vries
